,department,education,gender,no_of_trainings,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
20969,Operations,Bachelor's,f,0.0,2.0,0.8,1.0,0.0,-0.04
20970,Technology,Bachelor's,m,0.0,0.0,1.0,1.0,0.0,0.84
20971,Sales & Marketing,Bachelor's,f,0.0,1.0,-0.2,0.0,0.0,-0.36
20972,Technology,Bachelor's,m,0.0,-2.0,2.4,0.0,0.0,0.84
20973,Procurement,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,0.4
20974,Technology,Bachelor's,f,0.0,1.0,0.0,1.0,0.0,0.68
20975,Procurement,Bachelor's,f,1.0,0.0,0.6,0.0,0.0,0.2
20976,Sales & Marketing,Bachelor's,f,0.0,0.0,2.2,0.0,0.0,-0.48
20977,Technology,Bachelor's,m,0.0,2.0,-0.2,1.0,1.0,0.76
20978,Sales & Marketing,Master's & above,m,0.0,0.0,-0.4,1.0,0.0,-0.52
20979,Operations,Bachelor's,f,0.0,0.0,1.2,1.0,0.0,-0.2
20980,Sales & Marketing,Bachelor's,m,0.0,-1.0,-0.2,0.0,0.0,-0.28
20981,Sales & Marketing,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.36
20982,Technology,Bachelor's,f,0.0,0.0,0.6,0.0,0.0,0.92
20983,Operations,Bachelor's,f,0.0,1.0,1.8,1.0,0.0,0.04
20984,Procurement,Bachelor's,f,0.0,-2.0,0.2,1.0,0.0,0.48
20985,Sales & Marketing,Master's & above,m,1.0,1.0,1.0,0.0,0.0,-0.4
20986,R&D,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,0.92
20987,Operations,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,-0.04
20988,Procurement,Bachelor's,m,0.0,2.0,-0.6,0.0,1.0,0.92
20989,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.04
20990,Sales & Marketing,Master's & above,m,0.0,0.0,0.2,0.0,0.0,-0.36
20991,Sales & Marketing,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,-0.48
20992,Operations,Bachelor's,m,1.0,1.0,-0.4,1.0,1.0,-0.04
20993,Analytics,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,0.96
20994,Sales & Marketing,Master's & above,m,0.0,-2.0,0.2,0.0,0.0,-0.56
20995,Analytics,Master's & above,m,0.0,2.0,1.0,0.0,0.0,1.04
20996,Analytics,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,1.0
20997,Operations,Master's & above,m,0.0,2.0,0.8,1.0,0.0,-0.04
20998,Sales & Marketing,Bachelor's,m,1.0,1.0,-0.6,0.0,0.0,-0.4
20999,Operations,Bachelor's,m,0.0,0.0,0.8,0.0,0.0,-0.04
21000,Sales & Marketing,Master's & above,f,0.0,0.0,0.0,1.0,0.0,-0.28
21001,Operations,Bachelor's,f,0.0,2.0,-0.2,0.0,0.0,0.08
21002,Sales & Marketing,Bachelor's,f,0.0,-2.0,-0.4,0.0,0.0,-0.28
21003,Operations,Bachelor's,f,0.0,2.0,0.0,0.0,0.0,0.0
21004,Sales & Marketing,Bachelor's,m,3.0,0.0,-0.8,0.0,0.0,-0.4
21005,Sales & Marketing,Master's & above,m,0.0,1.0,0.4,1.0,0.0,-0.4
21006,Operations,Bachelor's,m,1.0,0.0,-0.8,1.0,0.0,-0.16
21007,Operations,Master's & above,f,0.0,0.0,0.6,1.0,0.0,-0.04
21008,Analytics,Bachelor's,m,1.0,1.0,0.4,0.0,0.0,1.04
21009,Sales & Marketing,Master's & above,m,0.0,0.0,-0.4,1.0,0.0,-0.28
21010,Operations,Bachelor's,m,0.0,2.0,2.0,0.0,0.0,-0.04
21011,Operations,Master's & above,f,0.0,1.0,-0.6,0.0,0.0,0.12
21012,Procurement,Master's & above,m,0.0,0.0,-0.4,0.0,0.0,0.4
21013,Technology,Master's & above,f,0.0,1.0,0.0,0.0,0.0,0.76
21014,Procurement,Bachelor's,f,0.0,0.0,1.0,0.0,0.0,0.28
21015,Procurement,Bachelor's,m,0.0,-2.0,-0.4,0.0,0.0,0.28
21016,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,-0.28
21017,Sales & Marketing,Master's & above,m,0.0,-2.0,2.2,0.0,0.0,-0.24
21018,Analytics,Bachelor's,m,0.0,-2.0,0.2,0.0,0.0,1.04
21019,Sales & Marketing,Bachelor's,f,1.0,2.0,-0.6,1.0,0.0,-0.52
21020,Procurement,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,0.4
21021,Procurement,Master's & above,f,0.0,0.0,0.8,1.0,0.0,0.56
21022,Technology,Master's & above,m,1.0,1.0,-0.2,1.0,0.0,1.0
21023,Legal,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,0.08
21024,Analytics,Bachelor's,m,0.0,-2.0,1.2,0.0,0.0,0.96
21025,Procurement,Bachelor's,f,0.0,2.0,0.0,0.0,0.0,0.4
21026,Operations,Bachelor's,f,1.0,2.0,-0.2,1.0,0.0,0.08
21027,HR,Bachelor's,m,0.0,1.0,3.0,0.0,0.0,-0.48
21028,Operations,Bachelor's,m,0.0,0.0,2.4,0.0,0.0,-0.04
21029,Finance,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,-0.08
21030,Operations,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,0.12
21031,Operations,Bachelor's,f,0.0,-1.0,-0.4,1.0,0.0,0.0
21032,Technology,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,0.68
21033,Sales & Marketing,Bachelor's,m,2.0,0.0,-0.6,0.0,0.0,-0.4
21034,Operations,Bachelor's,m,0.0,2.0,0.4,1.0,0.0,0.12
21035,Sales & Marketing,Bachelor's,f,0.0,1.0,-0.2,0.0,0.0,-0.2
21036,Operations,Bachelor's,f,0.0,1.0,0.6,1.0,0.0,-0.2
21037,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.32
21038,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.4,1.0,1.0,-0.48
21039,Analytics,Bachelor's,m,1.0,1.0,-0.4,1.0,0.0,0.88
21040,Sales & Marketing,Master's & above,m,0.0,0.0,-0.4,1.0,0.0,-0.28
21041,Sales & Marketing,Bachelor's,f,0.0,0.0,0.2,0.0,0.0,-0.52
21042,Operations,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,0.16
21043,Sales & Marketing,Master's & above,m,0.0,1.0,0.4,0.0,0.0,-0.48
21044,Operations,Bachelor's,m,1.0,2.0,0.4,0.0,0.0,-0.16
21045,Finance,Master's & above,m,0.0,0.0,0.4,0.0,0.0,-0.08
21046,HR,Bachelor's,m,0.0,0.0,-0.2,1.0,0.0,-0.36
21047,Technology,Bachelor's,m,1.0,2.0,0.0,1.0,0.0,0.64
21048,Operations,Bachelor's,m,1.0,1.0,0.2,1.0,0.0,0.16
21049,Sales & Marketing,Bachelor's,m,3.0,0.0,0.4,0.0,0.0,-0.32
21050,Sales & Marketing,Bachelor's,m,1.0,-1.0,1.0,0.0,0.0,-0.56
21051,Procurement,Bachelor's,f,0.0,0.0,1.2,0.0,0.0,0.48
21052,Technology,Master's & above,m,0.0,1.0,-0.2,1.0,0.0,1.24
21053,Analytics,Bachelor's,m,0.0,2.0,0.2,1.0,0.0,0.96
21054,Sales & Marketing,Bachelor's,m,1.0,-1.0,-0.6,0.0,0.0,-0.44
21055,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.08
21056,R&D,Bachelor's,m,0.0,2.0,-0.2,0.0,0.0,1.24
21057,Sales & Marketing,Master's & above,m,0.0,-2.0,2.0,0.0,0.0,-0.36
21058,Sales & Marketing,Bachelor's,m,0.0,0.0,2.8,0.0,0.0,-0.6
21059,Finance,Master's & above,m,1.0,1.0,0.8,0.0,0.0,0.04
21060,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,-0.36
21061,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,1.0,1.0,1.24
21062,Sales & Marketing,Master's & above,m,0.0,2.0,1.2,1.0,0.0,-0.4
21063,Sales & Marketing,Master's & above,f,0.0,2.0,0.8,0.0,0.0,-0.52
21064,Procurement,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,0.48
21065,Operations,Bachelor's,f,0.0,0.0,-0.8,0.0,0.0,-0.16
21066,Operations,Master's & above,m,0.0,1.0,-0.2,0.0,0.0,0.12
21067,Analytics,Bachelor's,m,0.0,2.0,-0.6,0.0,0.0,0.96
21068,Operations,Master's & above,m,0.0,2.0,2.8,0.0,0.0,0.0
21069,Procurement,Bachelor's,m,1.0,0.0,-0.2,1.0,0.0,0.12
21070,Procurement,Below Secondary,f,0.0,0.0,-0.6,0.0,0.0,0.28
21071,Sales & Marketing,Master's & above,m,0.0,0.0,0.2,0.0,0.0,-0.48
21072,Operations,Bachelor's,f,0.0,2.0,0.4,0.0,0.0,0.04
21073,Analytics,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.76
21074,Procurement,Bachelor's,m,3.0,1.0,-0.2,1.0,0.0,0.36
21075,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.2,0.0,0.0,-0.4
21076,Legal,Below Secondary,f,0.0,0.0,-0.6,0.0,0.0,-0.24
21077,Procurement,Master's & above,m,1.0,0.0,0.6,0.0,0.0,0.32
21078,Analytics,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,1.2
21079,Procurement,Bachelor's,f,0.0,2.0,1.0,1.0,0.0,0.4
21080,Sales & Marketing,Bachelor's,m,0.0,2.0,0.8,0.0,0.0,-0.4
21081,Technology,Bachelor's,f,0.0,-2.0,-0.6,0.0,0.0,0.8
21082,Sales & Marketing,Master's & above,m,0.0,1.0,-0.6,0.0,0.0,-0.32
21083,Procurement,Bachelor's,f,0.0,2.0,0.6,1.0,0.0,0.44
21084,Operations,Bachelor's,m,0.0,-1.0,-0.6,1.0,0.0,0.04
21085,Analytics,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,1.08
21086,Sales & Marketing,Master's & above,f,0.0,0.0,0.6,0.0,0.0,-0.32
21087,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.52
21088,Technology,Bachelor's,f,0.0,2.0,1.0,0.0,0.0,0.88
21089,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.6,0.0,0.0,-0.4
21090,Sales & Marketing,Master's & above,m,0.0,-2.0,0.4,0.0,0.0,-0.2
21091,Technology,Bachelor's,m,0.0,0.0,1.8,0.0,0.0,0.68
21092,Operations,Bachelor's,f,0.0,2.0,-0.4,1.0,0.0,0.2
21093,Legal,Bachelor's,f,0.0,2.0,0.2,0.0,0.0,0.2
21094,Sales & Marketing,Bachelor's,f,1.0,0.0,-0.8,0.0,0.0,-0.4
21095,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,-0.32
21096,Technology,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,0.88
21097,Operations,Bachelor's,f,1.0,0.0,-0.6,0.0,0.0,0.12
21098,Procurement,Bachelor's,f,0.0,2.0,-0.4,1.0,0.0,0.44
21099,Operations,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,-0.2
21100,Finance,Bachelor's,m,1.0,1.0,-0.2,0.0,0.0,-0.16
21101,Technology,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.76
21102,Sales & Marketing,Master's & above,m,0.0,-2.0,1.4,0.0,0.0,-0.32
21103,Technology,Bachelor's,m,0.0,1.0,0.0,0.0,0.0,0.72
21104,Sales & Marketing,Bachelor's,m,0.0,-1.0,-0.4,0.0,0.0,-0.32
21105,Procurement,Bachelor's,m,2.0,1.0,-0.2,1.0,0.0,0.44
21106,Technology,Master's & above,m,0.0,1.0,0.0,0.0,0.0,0.8
21107,HR,Master's & above,m,0.0,-1.0,0.4,0.0,0.0,-0.48
21108,Sales & Marketing,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,-0.48
21109,Sales & Marketing,Master's & above,f,0.0,1.0,0.4,0.0,0.0,0.12
21110,Sales & Marketing,Bachelor's,f,1.0,2.0,-0.2,1.0,0.0,-0.52
21111,HR,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,-0.4
21112,Analytics,Bachelor's,m,1.0,0.0,2.0,0.0,0.0,1.0
21113,Sales & Marketing,Master's & above,m,0.0,0.0,-0.2,1.0,0.0,-0.4
21114,Analytics,Bachelor's,m,3.0,2.0,0.2,1.0,0.0,1.0
21115,Technology,Bachelor's,f,0.0,0.0,0.4,1.0,0.0,0.84
21116,Sales & Marketing,Bachelor's,m,0.0,1.0,1.8,0.0,0.0,-0.32
21117,Finance,Bachelor's,m,0.0,0.0,-0.8,1.0,0.0,0.0
21118,Operations,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,-0.08
21119,Analytics,Bachelor's,m,0.0,0.0,-0.6,0.0,0.0,1.0
21120,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,-0.4
21121,Operations,Bachelor's,f,0.0,2.0,2.6,0.0,0.0,0.0
21122,Operations,Bachelor's,f,1.0,0.0,-0.8,1.0,0.0,0.08
21123,Sales & Marketing,Master's & above,m,1.0,0.0,-0.6,0.0,0.0,-0.6
21124,Operations,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,1.16
21125,Finance,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,-0.04
21126,HR,Master's & above,f,0.0,2.0,0.4,0.0,0.0,-0.4
21127,Sales & Marketing,Bachelor's,m,0.0,1.0,0.2,0.0,0.0,-0.52
21128,Operations,Bachelor's,f,0.0,1.0,-0.6,1.0,0.0,0.08
21129,Sales & Marketing,Master's & above,m,1.0,-2.0,-0.4,0.0,0.0,-0.56
21130,Technology,Bachelor's,m,2.0,1.0,-0.4,0.0,0.0,0.6
21131,Procurement,Below Secondary,m,0.0,0.0,-0.8,0.0,0.0,0.56
21132,Procurement,Master's & above,f,0.0,2.0,-0.4,1.0,0.0,0.28
21133,Operations,Bachelor's,m,0.0,0.0,0.4,1.0,1.0,0.24
21134,Technology,Bachelor's,m,0.0,1.0,-0.2,1.0,0.0,0.64
21135,Technology,Bachelor's,f,0.0,0.0,-0.2,0.0,0.0,0.84
21136,Procurement,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,0.32
21137,Sales & Marketing,Master's & above,m,0.0,1.0,0.4,0.0,0.0,-0.76
21138,Procurement,Below Secondary,f,0.0,0.0,0.0,0.0,0.0,0.44
21139,Sales & Marketing,Master's & above,m,0.0,1.0,0.6,1.0,0.0,-0.48
21140,Procurement,Bachelor's,f,1.0,1.0,-0.6,0.0,0.0,0.4
21141,Procurement,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.28
21142,Operations,Master's & above,m,0.0,-1.0,1.0,0.0,0.0,0.04
21143,Operations,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,0.12
21144,Technology,Bachelor's,m,0.0,2.0,0.6,1.0,0.0,0.8
21145,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.36
21146,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.2,0.0,0.0,-0.4
21147,Procurement,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,0.44
21148,Sales & Marketing,Bachelor's,m,0.0,0.0,1.6,0.0,0.0,-0.28
21149,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.48
21150,Finance,Bachelor's,m,0.0,2.0,-0.4,1.0,1.0,1.2
21151,Sales & Marketing,Bachelor's,m,3.0,1.0,0.2,0.0,0.0,-0.44
21152,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,0.96
21153,Sales & Marketing,Bachelor's,m,1.0,2.0,0.0,0.0,1.0,-0.36
21154,Operations,Bachelor's,m,0.0,2.0,-0.2,1.0,0.0,0.0
21155,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,-0.32
21156,Legal,Bachelor's,f,0.0,1.0,-0.2,1.0,1.0,0.08
21157,Sales & Marketing,Master's & above,m,0.0,0.0,5.4,1.0,0.0,-0.32
21158,Analytics,Bachelor's,m,0.0,-2.0,-0.6,0.0,0.0,1.0
21159,HR,Bachelor's,m,0.0,1.0,0.4,1.0,0.0,-0.28
21160,Analytics,Bachelor's,m,1.0,2.0,-0.4,1.0,0.0,0.92
21161,HR,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,-0.6
21162,R&D,Master's & above,m,1.0,0.0,0.2,0.0,0.0,1.12
21163,Sales & Marketing,Master's & above,f,0.0,-1.0,1.4,0.0,0.0,-0.44
21164,Operations,Master's & above,f,0.0,2.0,0.0,0.0,0.0,0.64
21165,Sales & Marketing,Master's & above,m,0.0,2.0,1.8,1.0,0.0,-0.56
21166,Analytics,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,1.12
21167,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.6,1.0,1.0,-0.28
21168,HR,Bachelor's,m,0.0,-1.0,0.8,0.0,0.0,-0.32
21169,Sales & Marketing,Master's & above,m,0.0,2.0,0.6,0.0,0.0,0.2
21170,Finance,Master's & above,m,0.0,-2.0,-0.4,0.0,0.0,0.04
21171,Procurement,Master's & above,f,0.0,2.0,0.8,1.0,0.0,0.36
21172,HR,Bachelor's,f,0.0,-2.0,0.0,0.0,0.0,-0.6
21173,Finance,Master's & above,m,0.0,0.0,1.0,0.0,0.0,0.08
21174,HR,Bachelor's,f,0.0,0.0,0.4,0.0,0.0,-0.4
21175,Legal,Master's & above,m,0.0,0.0,0.8,0.0,0.0,0.12
21176,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,-0.48
21177,Operations,Master's & above,m,1.0,1.0,0.2,0.0,0.0,-0.04
21178,Analytics,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,1.0
21179,Sales & Marketing,Bachelor's,m,1.0,0.0,0.0,0.0,0.0,-0.32
21180,Technology,Bachelor's,m,0.0,1.0,0.2,0.0,0.0,0.6
21181,HR,Master's & above,m,0.0,2.0,1.0,0.0,0.0,1.48
21182,Operations,Master's & above,m,0.0,1.0,0.2,0.0,0.0,0.0
21183,Sales & Marketing,Bachelor's,m,0.0,0.0,1.0,0.0,0.0,-0.36
21184,Finance,Bachelor's,m,0.0,-1.0,0.2,1.0,0.0,1.28
21185,Operations,Master's & above,m,0.0,0.0,1.4,0.0,0.0,-0.2
21186,Procurement,Bachelor's,m,2.0,-2.0,-0.4,1.0,0.0,0.36
21187,Analytics,Master's & above,m,1.0,2.0,0.0,0.0,0.0,0.96
21188,Technology,Master's & above,f,1.0,2.0,-0.2,1.0,0.0,0.84
21189,Operations,Master's & above,f,0.0,1.0,1.8,0.0,0.0,0.08
21190,Sales & Marketing,Master's & above,m,0.0,2.0,0.0,1.0,0.0,-0.52
21191,Operations,Bachelor's,m,1.0,0.0,-0.8,1.0,0.0,0.04
21192,HR,Bachelor's,m,1.0,-1.0,-0.2,0.0,0.0,-0.44
21193,Sales & Marketing,Bachelor's,m,0.0,-1.0,0.4,0.0,0.0,-0.32
21194,Analytics,Bachelor's,f,0.0,0.0,-0.6,1.0,0.0,1.04
21195,Analytics,Master's & above,m,2.0,2.0,0.2,0.0,0.0,1.0
21196,Operations,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,-0.04
21197,Technology,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,0.76
21198,Technology,Bachelor's,m,2.0,0.0,2.6,0.0,0.0,0.6
21199,Analytics,Master's & above,m,0.0,2.0,-0.4,1.0,0.0,1.16
21200,Operations,Bachelor's,f,0.0,2.0,0.4,1.0,0.0,-0.16
21201,Sales & Marketing,Bachelor's,f,0.0,0.0,-0.4,1.0,0.0,-0.36
21202,Technology,Master's & above,f,0.0,-1.0,0.4,0.0,0.0,0.84
21203,Procurement,Master's & above,f,0.0,0.0,0.2,0.0,0.0,0.4
21204,Legal,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,0.52
21205,Finance,Bachelor's,f,0.0,1.0,0.8,0.0,0.0,-0.04
21206,Sales & Marketing,Master's & above,m,0.0,-2.0,0.8,0.0,0.0,-0.4
21207,R&D,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,0.92
21208,Technology,Bachelor's,m,0.0,0.0,-0.8,0.0,0.0,0.56
21209,Operations,Bachelor's,f,0.0,2.0,-0.2,1.0,0.0,-0.08
21210,Technology,Bachelor's,m,0.0,0.0,1.2,0.0,0.0,0.64
21211,Sales & Marketing,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,-0.4
21212,Sales & Marketing,Bachelor's,f,0.0,1.0,-0.2,0.0,0.0,-0.52
21213,Analytics,Bachelor's,m,1.0,0.0,1.0,0.0,0.0,1.0
21214,Finance,Master's & above,m,0.0,0.0,0.4,1.0,0.0,0.12
21215,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,-0.64
21216,Operations,Master's & above,f,0.0,2.0,-0.4,0.0,0.0,0.56
21217,Procurement,Bachelor's,m,1.0,1.0,-0.4,0.0,0.0,0.48
21218,Technology,Bachelor's,m,0.0,-1.0,0.0,0.0,0.0,0.84
21219,Technology,Bachelor's,f,0.0,-1.0,0.0,0.0,0.0,0.8
21220,Operations,Bachelor's,m,0.0,1.0,0.0,1.0,0.0,0.12
21221,Technology,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,0.8
21222,Operations,Bachelor's,m,1.0,2.0,1.0,1.0,0.0,-0.08
21223,Sales & Marketing,Master's & above,m,0.0,0.0,0.2,0.0,0.0,-0.48
21224,Technology,Bachelor's,m,0.0,1.0,3.4,1.0,0.0,0.52
21225,Technology,Bachelor's,f,0.0,0.0,-0.6,0.0,0.0,0.8
21226,Operations,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,0.4
21227,Operations,Bachelor's,m,0.0,1.0,1.2,0.0,0.0,0.04
21228,Analytics,Bachelor's,m,1.0,2.0,3.0,1.0,0.0,0.96
21229,Analytics,Bachelor's,m,0.0,0.0,-0.6,1.0,0.0,0.92
21230,Operations,Bachelor's,f,0.0,-2.0,-0.4,0.0,0.0,-0.08
21231,Operations,Master's & above,m,1.0,1.0,-0.2,0.0,0.0,0.04
21232,Operations,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,-0.04
21233,Technology,Bachelor's,m,0.0,0.0,0.0,0.0,0.0,0.96
21234,Procurement,Bachelor's,f,0.0,2.0,0.0,1.0,0.0,0.32
21235,Legal,Bachelor's,m,0.0,2.0,0.4,0.0,0.0,0.08
21236,Sales & Marketing,Bachelor's,m,0.0,1.0,-0.4,1.0,0.0,-0.48
21237,Sales & Marketing,Bachelor's,m,0.0,-2.0,-0.6,1.0,0.0,-0.4
21238,Sales & Marketing,Bachelor's,m,0.0,-1.0,-0.6,0.0,0.0,-0.44
21239,Sales & Marketing,Bachelor's,f,0.0,0.0,0.8,1.0,0.0,-0.64
21240,Sales & Marketing,Master's & above,m,0.0,-2.0,0.6,0.0,0.0,-0.48
21241,Analytics,Bachelor's,m,0.0,0.0,-0.2,0.0,0.0,0.84
21242,Operations,Bachelor's,f,0.0,0.0,0.0,1.0,0.0,-0.2
21243,Sales & Marketing,Bachelor's,m,0.0,0.0,0.2,0.0,0.0,-0.24
21244,Sales & Marketing,Bachelor's,f,1.0,-2.0,0.0,0.0,0.0,-0.52
21245,Procurement,Bachelor's,m,0.0,0.0,-0.6,0.0,1.0,0.4
21246,Procurement,Master's & above,f,0.0,1.0,0.0,1.0,0.0,0.32
21247,Operations,Master's & above,m,0.0,0.0,1.6,0.0,0.0,-0.12
21248,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.8,0.0,0.0,-0.48
21249,Technology,Bachelor's,f,0.0,0.0,-0.8,1.0,0.0,0.88
21250,HR,Bachelor's,f,0.0,-1.0,0.8,0.0,0.0,-0.52
21251,Operations,Bachelor's,m,0.0,0.0,1.0,0.0,0.0,0.08
21252,Procurement,Master's & above,m,0.0,0.0,2.4,1.0,0.0,0.4
21253,Analytics,Bachelor's,m,0.0,2.0,-0.6,1.0,0.0,0.92
21254,HR,Master's & above,f,0.0,0.0,2.2,0.0,0.0,-0.36
21255,Analytics,Bachelor's,m,0.0,0.0,-0.4,0.0,0.0,0.84
21256,Operations,Master's & above,m,0.0,0.0,0.0,1.0,0.0,0.12
21257,Sales & Marketing,Bachelor's,f,0.0,0.0,0.0,0.0,0.0,-0.4
21258,Procurement,Master's & above,f,0.0,-2.0,1.2,0.0,0.0,0.32
21259,Sales & Marketing,Master's & above,m,0.0,1.0,0.4,0.0,0.0,-0.32
21260,Legal,Master's & above,m,0.0,0.0,1.0,0.0,0.0,-0.12
21261,Analytics,Bachelor's,m,0.0,2.0,-0.4,0.0,0.0,0.88
21262,Analytics,Bachelor's,m,1.0,0.0,-0.2,0.0,0.0,1.04
21263,Procurement,Bachelor's,m,0.0,2.0,-0.4,1.0,0.0,0.4
21264,HR,Master's & above,f,0.0,2.0,-0.4,0.0,0.0,-0.4
21265,Finance,Master's & above,f,0.0,1.0,0.8,1.0,0.0,0.08
21266,Operations,Master's & above,m,0.0,-2.0,1.0,0.0,0.0,0.04
21267,Technology,Bachelor's,f,0.0,2.0,-0.4,0.0,0.0,0.88
21268,Technology,Bachelor's,f,0.0,1.0,0.6,1.0,0.0,0.76
21269,Operations,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,-0.08
21270,Operations,Bachelor's,m,0.0,1.0,2.6,1.0,0.0,0.04
21271,Operations,Bachelor's,f,0.0,2.0,1.2,0.0,0.0,-0.12
21272,Operations,Master's & above,f,0.0,0.0,-0.4,0.0,0.0,0.0
21273,Procurement,Master's & above,m,0.0,2.0,0.2,1.0,0.0,0.28
21274,Finance,Bachelor's,f,0.0,-1.0,-0.2,0.0,0.0,0.0
21275,Procurement,Bachelor's,f,0.0,-2.0,-0.2,0.0,0.0,0.36
21276,Operations,Bachelor's,m,0.0,-1.0,0.4,1.0,0.0,0.2
21277,Operations,Bachelor's,m,0.0,0.0,0.2,1.0,0.0,-0.2
21278,Finance,Master's & above,m,0.0,1.0,-0.6,0.0,0.0,-0.16
21279,Sales & Marketing,Bachelor's,m,0.0,-2.0,0.4,0.0,0.0,-0.48
21280,Technology,Bachelor's,m,0.0,1.0,-0.2,0.0,0.0,0.8
21281,Legal,Bachelor's,f,0.0,2.0,-0.8,1.0,0.0,0.0
21282,Operations,Bachelor's,f,0.0,1.0,0.2,1.0,0.0,-0.04
21283,Sales & Marketing,Bachelor's,m,1.0,-2.0,-0.2,0.0,0.0,-0.44
21284,Procurement,Master's & above,m,0.0,-1.0,-0.4,0.0,0.0,0.8
21285,Procurement,Bachelor's,m,0.0,-1.0,2.8,0.0,0.0,0.32
21286,Procurement,Master's & above,f,0.0,1.0,1.4,0.0,0.0,0.44
21287,Procurement,Bachelor's,m,1.0,0.0,2.8,0.0,0.0,0.44
21288,Analytics,Master's & above,m,0.0,0.0,0.8,1.0,0.0,0.88
21289,Sales & Marketing,Bachelor's,f,0.0,1.0,0.8,0.0,0.0,-0.24
21290,Analytics,Bachelor's,m,0.0,1.0,-0.6,0.0,0.0,0.96
21291,Technology,Bachelor's,f,0.0,0.0,-0.4,1.0,0.0,0.84
21292,Sales & Marketing,Bachelor's,m,0.0,0.0,-0.4,1.0,0.0,-0.52
21293,Sales & Marketing,Bachelor's,m,1.0,0.0,-0.6,0.0,0.0,-0.56
21294,Operations,Bachelor's,m,0.0,0.0,0.4,1.0,0.0,-0.04
21295,HR,Bachelor's,m,0.0,0.0,0.4,0.0,0.0,-0.48
21296,R&D,Master's & above,m,0.0,2.0,0.6,0.0,0.0,0.96
